alpha
debt_lt / return_assets
return_equity / debt_lt
debt_lt / return_equity
revenue / debt_lt
debt_lt / revenue
sales / debt_lt
debt_lt / sales
sales_growth / debt_lt
debt_lt / sales_growth
sales_ps / debt_lt
debt_lt / sales_ps
SGA_expense / debt_lt
debt_lt / SGA_expense
working_capital / debt_lt
debt_lt / working_capital
depre_amort / debt_st
debt_st / depre_amort
EBIT / debt_st
debt_st / EBIT
EBITDA / debt_st
debt_st / EBITDA
employee / debt_st
debt_st / employee
enterprise_value / debt_st
debt_st / enterprise_value
eps / debt_st
debt_st / eps
equity / debt_st
debt_st / equity
goodwill / debt_st
debt_st / goodwill
income / debt_st
debt_st / income
income_beforeextra / debt_st
debt_st / income_beforeextra
income_tax / debt_st
debt_st / income_tax
interest_expense / debt_st
debt_st / interest_expense
inventory / debt_st
debt_st / inventory
inventory_turnover / debt_st
debt_st / inventory_turnover
invested_capital / debt_st
debt_st / invested_capital
liabilities / debt_st
debt_st / liabilities
liabilities_curr / debt_st
debt_st / liabilities_curr
operating_expense / debt_st
debt_st / operating_expense
operating_income / debt_st
debt_st / operating_income
ppent / debt_st
debt_st / ppent
pretax_income / debt_st
debt_st / pretax_income
rd_expense / debt_st
debt_st / rd_expense
receivable / debt_st
debt_st / receivable
retained_earnings / debt_st
debt_st / retained_earnings
return_assets / debt_st
debt_st / return_assets
return_equity / debt_st
debt_st / return_equity
revenue / debt_st
debt_st / revenue
sales / debt_st
debt_st / sales
sales_growth / debt_st
debt_st / sales_growth
sales_ps / debt_st
debt_st / sales_ps
SGA_expense / debt_st
debt_st / SGA_expense
working_capital / debt_st
debt_st / working_capital
EBIT / depre_amort
depre_amort / EBIT
EBITDA / depre_amort
depre_amort / EBITDA
employee / depre_amort
depre_amort / employee
enterprise_value / depre_amort
depre_amort / enterprise_value
eps / depre_amort
depre_amort / eps
equity / depre_amort
depre_amort / equity
goodwill / depre_amort
depre_amort / goodwill
income / depre_amort
depre_amort / income
income_beforeextra / depre_amort
depre_amort / income_beforeextra
income_tax / depre_amort
depre_amort / income_tax
interest_expense / depre_amort
depre_amort / interest_expense
inventory / depre_amort
depre_amort / inventory
inventory_turnover / depre_amort
depre_amort / inventory_turnover
invested_capital / depre_amort
depre_amort / invested_capital
liabilities / depre_amort
depre_amort / liabilities
liabilities_curr / depre_amort
depre_amort / liabilities_curr
operating_expense / depre_amort
depre_amort / operating_expense
operating_income / depre_amort
depre_amort / operating_income
ppent / depre_amort
depre_amort / ppent
pretax_income / depre_amort
depre_amort / pretax_income
rd_expense / depre_amort
depre_amort / rd_expense
receivable / depre_amort
depre_amort / receivable
retained_earnings / depre_amort
depre_amort / retained_earnings
return_assets / depre_amort
depre_amort / return_assets
return_equity / depre_amort
depre_amort / return_equity
revenue / depre_amort
depre_amort / revenue
sales / depre_amort
depre_amort / sales
sales_growth / depre_amort
depre_amort / sales_growth
sales_ps / depre_amort
depre_amort / sales_ps
SGA_expense / depre_amort
depre_amort / SGA_expense
working_capital / depre_amort
depre_amort / working_capital
EBITDA / EBIT
EBIT / EBITDA
employee / EBIT
EBIT / employee
enterprise_value / EBIT
EBIT / enterprise_value
eps / EBIT
EBIT / eps
equity / EBIT
EBIT / equity
goodwill / EBIT
EBIT / goodwill
income / EBIT
EBIT / income
income_beforeextra / EBIT
EBIT / income_beforeextra
income_tax / EBIT
EBIT / income_tax
interest_expense / EBIT
EBIT / interest_expense
inventory / EBIT
EBIT / inventory
inventory_turnover / EBIT
EBIT / inventory_turnover
invested_capital / EBIT
EBIT / invested_capital
liabilities / EBIT
EBIT / liabilities
liabilities_curr / EBIT
EBIT / liabilities_curr
operating_expense / EBIT
EBIT / operating_expense
operating_income / EBIT
EBIT / operating_income
ppent / EBIT
EBIT / ppent
pretax_income / EBIT
